南京大学-液晶与微纳光学研究组,http://light.nju.edu.cn/,WARNING0,,,
南京大学金陵学院传媒学院,http://cm.jlxy.nju.edu.cn/,WARNING0,,,
南京大学金陵学院基础教研部,http://www.baidu.com/link?url=rrBrux5Ph2KCH34K_QNc7oDwIukc3Dkd8mZOsAyrOg4m6J_uM59myzfznvfNzKwa&wd=&eqid=dd7e969a000127d7000000065c23588d,WARNING0,ERROR0,ERROR1,
南京大学环境科学与工程实验教学中心,http://hjsyjx.nju.edu.cn/,WARNING0,,,
2017全国建筑院系建筑数字技术教学研讨会+DADA2017数字建筑国际...,http://caad2017.nju.edu.cn/,WARNING0,ERROR0,,
南京大学庐山地区地理学野外实习,http://lssx.nju.edu.cn/,WARNING0,,,
南京大学化学化工学院化学楼门禁自助管理服务平台,https://chemoa.nju.edu.cn/Home/Login,,,,
南京大学人文地理研究中心,http://hugeo.nju.edu.cn/,WARNING0,,,
中国-北欧文化中心,http://cncc.nju.edu.cn/,WARNING0,,,
南京大学中文学术出版物评测发布系统,http://csscipc.nju.edu.cn/,WARNING0,,,
6月11日 南洋理工大学刘正教授学术报告:Explore the land scape ...,https://vlssm.nju.edu.cn/v10/item.aspx?1001875,,ERROR0,,
南京大学国际工商管理教育中心-首页,http://sdibc.nju.edu.cn/,WARNING0,,,
南京大学纪检监察网,http://jwb.nju.edu.cn/,WARNING0,,,
南京大学金陵学院智慧云服务平台,http://portals.jlxy.nju.edu.cn/ecms/f/szzhjy/platform/index,WARNING0,,,
南京大学双语词典研究中心,http://bdrc.nju.edu.cn/,WARNING0,,,
南京大学 – 电子信息专业国家级实验教学示范中心,http://eelab.nju.edu.cn/,WARNING0,,,
首页,https://lbgm.nju.edu.cn/zh-CN/,,,,
南京大学环境学院潘丙才教授课题组 - 课题组公告,http://pangroup.nju.edu.cn/display_notice.asp?id=730,WARNING0,,,
欢迎访问南京大学就业信息网,http://career.nju.edu.cn:9081/,WARNING0,,,
南京论坛,http://nanjingforum.nju.edu.cn/,WARNING0,,,
南大学报-哲学?#20154;文科学?#31038;会科学,http://www.baidu.com/link?url=FOW748tcwqRSB53wmAUMsJTql3KRZF0ILJVjCes-Rj0JM79MaX8Ltl5cQPVokPGU&wd=&eqid=865fcb8d000105ea000000065c2358fb,WARNING0,ERROR0,ERROR1,
南京大学电子邮件系统,https://mail.nju.edu.cn/,,,,
就业网,https://webwap.nju.edu.cn/,,,,
用户登录,http://nmrchem.nju.edu.cn/index.do,WARNING0,,,
江苏省高校通用借书证_江苏省高等教育数字图书馆区域流通管理系统...,http://tyz.jalis.nju.edu.cn/,WARNING0,ERROR0,,
南京大学生命科学学院公共服务平台—公共服务,http://biosci.nju.edu.cn/,WARNING0,,,
国际会议网站,https://conference.nju.edu.cn/,,,,
南京大学·大学计算机基础教学部 – Department of University ...,http://cc.nju.edu.cn/,WARNING0,ERROR0,,
张鸿雁、顾华明主编的《世界城市研究精品译丛》即将出版,https://ius.nju.edu.cn/e2/5e/c9772a189022/page.htm,,,,
南大缴费系统,http://net.nju.edu.cn/,WARNING0,,,
vpn2.nju.edu.cn/,https://cas.nju.edu.cn/cas/login?service=https%3A%2F%2Fvpn2.nju.edu.cn%2Fpor%2Fcas_sso.csp%3Fmode%3Dbs,,ERROR0,,
登入,http://microfabinstr.nju.edu.cn/,WARNING0,,,
南京大学试剂管理系统,http://reagent.nju.edu.cn/labmai/home/#/,WARNING0,,,
《物理实验》杂志_国家级期刊_期刊点评,https://vpn2.nju.edu.cn/?redirect_uri=http%3A%2F%2Fwww-fabiao-com-s.vpn2.nju.edu.cn%2Fwlsy%2F&cas_uri=https%3A%2F%2Fwww.fabiao.com%2Fwlsy%2F,,ERROR0,,
登录,http://xggl.nju.edu.cn/epstar/login/index.jsp,WARNING0,,,
南京大学人才培训交流中心,http://jshr.nju.edu.cn/,WARNING0,,,
南京大学国家级传媒实验教学示范中心 – National Demonstration ...,http://media.nju.edu.cn/,WARNING0,ERROR0,,
优秀大学生化学夏令营,http://hxxly.nju.edu.cn/,WARNING0,,,
江苏省高校数字图书馆-JALIS-科技查新服务平台-首页,http://kjcx.jalis.nju.edu.cn/index.php/Home/Desk/index.html,WARNING0,,,
六朝医家徐氏考辨——以墓志为主要材料_爱学术,https://cas.nju.edu.cn/cas/login?service=https%3A%2F%2Fvpn2.nju.edu.cn%2Fpor%2Fcas_sso.csp%3Fmode%3Dbs%26redirect%3Dhttps%253A%252F%252Fwww.ixueshu.com%252Fdocument%252Fcd27058736887347318947a18e7f9386.html,,ERROR0,,
登录,http://xggl.nju.edu.cn/epstar/login/index.jsp,WARNING0,,,
access.nju.edu.cn/,https://access.nju.edu.cn/,,,,
鲍德里亚,http://ptext.nju.edu.cn/13346/list.htm,WARNING0,,,
维普期刊资源整合服务平台(V6.5),http://vip.jalis.nju.edu.cn/,WARNING0,ERROR0,,
数字校园统一身份认证 - 用户登录,http://p.jlxy.nju.edu.cn/cas/login,WARNING0,,,
南京大学职业咨询室预约平台,http://careercounselling.nju.edu.cn/,WARNING0,,,
南京大学新闻网,http://news.nju.edu.cn/,WARNING0,,,
南京大学新闻传播学院,http://jc.nju.edu.cn/,WARNING0,,,
